'reverse	1	1	unknown	segment ST en 'reverse tick'	251257003	900000000000549004
'runaway'	1	1	unknown	'runaway' d'un 'pacemaker'	234226007	900000000000549004
'schisis	1	1	unknown	syndrome de 'schisis association'	718095000	900000000000548007
'scleral	1	1	unknown	'scleral show'	424033007	900000000000549004
'scooter'	2	2	unknown	se déplace en 'scooter' pour PMR (personne à mobilité réduite)	895455000	900000000000549004
'serpentine	1	1	inn	syndrome 'Serpentine-like'	1197754004	900000000000549004
'sesquiterpene	1	1	unknown	'sesquiterpene lactone mix'	256086008	900000000000549004
'sex	2	2	latin	retard de développement et de la parole dû à un déficit du 'sex determining region box transcription factor 5'	771472009	900000000000548007
'shift'	1	1	unknown	numération des globules blancs : 'shift' vers la droite	50551008	900000000000549004
'shifts'	1	1	unknown	trouble du rythme circadien dû à un travail en 'shifts'	713498009	900000000000548007
'shuttle'	1	1	unknown	affection du 'shuttle' cortisol-cortisone	237769009	900000000000549004
'side	2	2	unknown	pancréaticojéjunostomie avec anastomose 'side-to-side'	298799004	900000000000549004
'sin	1	1	unknown	encéphalite au virus 'sin nombre'	1177044001	900000000000548007
'skateboard'	1	1	unknown	chute accidentelle en 'skateboard'	16205501000119103	900000000000548007
'skin	2	2	unknown	'skin snip' pour examen	53215001	900000000000549004
'sleeve'	1	1	unknown	'sleeve' gastroplastie endoscopique	870378000	900000000000548007
'sliding	1	1	unknown	arthrodèse du poignet avec autogreffe de type 'sliding graft'	46726005	900000000000548007
'sling'	1	1	unknown	réparation d'un 'sling' de l'artère pulmonaire gauche	426436008	900000000000549004
'smoldering'	1	1	unknown	mastocytose systémique de type 'smoldering'	1231732006	900000000000549004
'snow	1	1	unknown	amélogenèse imparfaite de type hypomature 'snow-capped teeth'	234966003	900000000000549004
'snowbanking'	1	1	unknown	'snowbanking' épirétinien	247101002	900000000000549004
'snowboard'	1	1	unknown	chute accidentelle en 'snowboard'	16205741000119105	900000000000548007
'snuff'	1	1	unknown	utilisation de 'snuff'	228489002	900000000000549004
'spike'	2	2	unknown	effet secondaire d'un composant d'un produit vaccinal contenant uniquement un plasmide d'ADN (acide désoxyribonucléique) codant pour la protéine 'spike' du SARS-CoV-2 (severe acute respiratory syndrome coronavirus 2)	1193581003	900000000000549004
'squat	2	2	unknown	observation concernant le 'squat test' au niveau du genou	366608008	900000000000549004
'stalking'	1	1	unknown	victime de 'stalking'	48661000175109	900000000000548007
'steinstrasse'	1	1	unknown	'steinstrasse'	236712001	900000000000549004
'steward'	1	1	unknown	'steward' dans un accident d'avion	52923004	900000000000549004
'strapping'	2	2	unknown	'strapping' patellaire	229539000	900000000000548007
'stroke	2	2	unknown	'stroke test' du genou	699677002	900000000000548007
'sugar	2	2	unknown	effet toxique d'un nettoyant dégraissant de type 'sugar soap'	241880005	900000000000548007
'supercharged'	1	1	unknown	reconstruction par lambeau libre 'supercharged'	711527001	900000000000549004
'suppression	1	1	unknown	tracé 'suppression-burst'	251469009	900000000000549004
'supratip'	2	2	unknown	CBC (carcinome basocellulaire) de la 'supratip' du nez	402501000	900000000000549004
'sérine	1	1	inn	encéphalomyopathie mitochondriale infantile associée au domaine 'sérine/thréonine kinase de type 2 activée par le Fas'	778029000	900000000000549004
't'	1	1	unknown	attache en 'T' de gastrostomie	470617004	900000000000548007
'tack	1	1	unknown	reprise d'une 'tack operation'	18884000	900000000000549004
'talon	1	1	unknown	'talon cusp'	234955005	900000000000549004
'tennis	1	1	unknown	'tennis toe'	238484001	900000000000549004
'timed	1	1	unknown	test de mobilité 'timed up and go'	404932006	900000000000548007
'trafficking	1	1	unknown	maladie de Charcot-Marie-Tooth autosomique dominante de type 2 due à une mutation du gène codant la 'trafficking from endoplasmic reticulum to golgi regulator'	1187566006	900000000000548007
'trapping'	1	1	unknown	réparation d'un anévrysme par 'trapping'	360383001	900000000000549004
'turf	1	1	unknown	'turf toe'	238486004	900000000000549004
'turnover'	1	1	unknown	'turnover' osseux normal	11835003	900000000000549004
'un	2	2	unknown	composante tissulaire d 'un kyste	258420003	900000000000548007
'undercutting'	1	1	unknown	'undercutting' de tissu périanal	190393003	900000000000549004
'upbeat'	1	1	unknown	nystagmus 'upbeat'	307677002	900000000000549004
'v'	1	1	unknown	pression veineuse jugulaire exagérée en 'v'	248733001	900000000000548007
'west	1	1	unknown	infection asymptomatique au 'West Nile virus'	763018002	900000000000549004
'whiteout'	1	1	unknown	altération de la conscience : épisode de 'whiteout'	81879005	900000000000548007
'wild'	1	1	unknown	amylose ATTR (amyloïde à transthyrétine) de type 'wild'	237877004	900000000000549004
'wipe	1	1	unknown	syndrome 'wipe-out' unilatéral	1119281000	900000000000549004
'wood	1	1	unknown	'wood mix' : bois de pin, d'épicéa, de bouleau et de teck	256059008	900000000000549004
'wrapping'	1	1	unknown	anévrysmorraphie par 'wrapping'	360379001	900000000000549004
'épiphyse	1	1	unknown	fracture de l 'épiphyse distale de l'humerus	122773008	900000000000548007
001	1	1	acronym	méthode d'analyse de laboratoire ayant un seuil de détection des substances à analyser de 0,001 mu/l	117347008	900000000000548007
002	1	1	acronym	anticorps du système ISBT 002	106204005	900000000000549004
003	1	1	acronym	anticorps dirigé contre les antigènes du système ISBT 003	127419009	900000000000549004
004	1	1	acronym	anticorps dirigé contre les antigènes du système ISBT 004	36933001	900000000000549004
005	1	1	acronym	anticorps du système ISBT 005	1160000	900000000000549004
006	1	1	acronym	anticorps du système ISBT 006	405844003	900000000000549004
007	1	1	acronym	anticorps du système ISBT 007	14726001	900000000000549004
008	1	1	acronym	anticorps dirigé contre les antigènes du système ISBT 008	8376005	900000000000549004
009	1	1	acronym	anticorps du système ISBT 009	25453008	900000000000549004
010	1	1	acronym	anticorps dirigé contre les antigènes du système ISBT 010	127434003	900000000000549004
011	1	1	acronym	anticorps dirigé contre les antigènes du systéme ISBT 011	127435002	900000000000549004
012	1	1	acronym	anticorps dirigé contre les antigènes du système ISBT 012	127433009	900000000000549004
013	1	1	acronym	anticorps dirigé contre les antigènes du système ISBT 013	127436001	900000000000549004
0139	1	1	acronym	choléra à Vibrio cholerae de sérotype 0139	240351004	900000000000548007
014	1	1	acronym	anticorps dirigé contre les antigènes du système ISBT 014	127437005	900000000000549004
015	1	1	acronym	anticorps dirigé contre les antigènes du système ISBT 015	127438000	900000000000549004
016	1	1	acronym	anticorps dirigé contre les antigènes du système ISBT 016	76136001	900000000000549004
017	1	1	acronym	anticorps dirigé contre les antigènes du système ISBT 017	127443007	900000000000549004
018	1	1	acronym	anticorps dirigé contre l'antigène du système ISBT 018	127409003	900000000000549004
019	1	1	acronym	anticorps du système ISBT 019	127421004	900000000000549004
020	1	1	acronym	anticorps dirigé contre les antigènes du système ISBT 020	127440005	900000000000549004
021	1	1	acronym	anticorps dirigé contre les antigènes du système ISBT 021	127441009	900000000000549004
0215	1	1	acronym	0215 x 028	264613005	900000000000548007
022	1	1	acronym	anticorps du sytème ISBT 022	127445000	900000000000549004
023	1	1	acronym	anticorps dirigé contre les antigènes du système ISBT 023	127439008	900000000000549004
024	1	1	acronym	anticorps du système ISBT 024	127442002	900000000000549004
025	1	1	acronym	anticorps dirigé contre l' antigène du système ISBT 025	127448003	900000000000549004
027	1	1	acronym	Clostridium difficile souche BI/NAP1/027	763166007	900000000000548007
028	1	1	acronym	0215 x 028	264613005	900000000000548007
03	2	2	acronym	1:03	264650006	900000000000548007
032	1	1	acronym	anticorps dirigé contre l'antigène du système ISBT 032	47068005	900000000000549004
036	1	1	acronym	anticorps dirigé contre les antigènes du système ISBT 036	55729004	900000000000549004
05	1	1	acronym	produit vaccinal contenant uniquement l'antigène hémagglutinine du virion fragmenté de la souche de virus de la grippe A/Indonesia/05/2005 (H5N1)-similaire	1162629006	900000000000548007
0x	2	2	unknown	polymorphisme nucléaire du carcinome canalaire in situ, grade 1 : noyaux monotones, diamètre de 1,5 à 2,0x la taille des érythrocytes, avec chromatine finement dispersée et nucléoles occasionnels	369781009	900000000000548007
1'	2	2	unknown	neutropénie congénitale sévère autosomique récessive due à un déficit en 'jagunal homolog 1'	783199003	900000000000548007
101	1	1	acronym	rhinovirus humain 101	112362003	900000000000548007
102	1	1	acronym	rhinovirus humain 102	11014004	900000000000548007
106m	2	2	unknown	^106m^argent	5702005	900000000000548007
107	2	2	acronym	rhinovirus humain 107	43277008	900000000000548007
1071	1	1	acronym	virus CoAr 1071	58290009	900000000000548007
107m	1	1	unknown	^107m^argent	17646005	900000000000548007
108	1	1	acronym	rhinovirus humain 108	64409008	900000000000548007
108m	1	1	unknown	^108m^argent	52959005	900000000000548007
109	2	2	acronym	rhinovirus humain 109	55504008	900000000000548007
10b	1	1	acronym	Streptococcus pneumoniae de sérotype 10B	428124003	900000000000548007
10c	1	1	acronym	Streptococcus pneumoniae de sérotype 10C	698103009	900000000000548007
10e	1	1	unknown	10e étage	224913007	900000000000549004
10f	1	1	acronym	Streptococcus pneumoniae de sérotype 10F	441602004	900000000000548007
10h	1	1	unknown	localisation à la mammographie : 10h	129781005	900000000000548007
10l	1	1	acronym	noeud lymphatique médiastinal de la station 10L	127924004	900000000000549004
10mg	2	2	unknown	chlorhydrate de ritodrine 10mg/mL, ampoule de 5 mL de solution injectable	326160002	900000000000548007
10microg	2	2	unknown	anatoxine diphtérique 30 UI, anatoxine tétanique 40 UI, coqueluche acellulaire 25microg, antigène de surface du virus de l'hépatite B recombinant 10microg, poliomyélite inactivé, seringue préremplie de 0.5mL d'une solution injectable	426361005	900000000000548007
10ml	1	1	unknown	etomidate 2mg/mL injection solution 10mL ampule	333845000	900000000000548007
10p11	2	2	unknown	syndrome de dysmorphie faciale, retard du développement et troubles du comportement dû à une microdélétion 10p11.21p12.31	783061008	900000000000548007
10q24	1	1	unknown	microduplication 10q24	722429003	900000000000549004
10ème	1	1	unknown	taille à la naissance entre le 10ème et le 24ème percentile	169889000	900000000000548007
110ag	1	1	unknown	110Ag - argent 110	62707007	900000000000549004
110mag	1	1	unknown	110mAg - argent 110m	32832009	900000000000549004
111ag	1	1	unknown	111Ag - argent 111	7761002	900000000000549004
111in	2	2	unknown	[111In]Indium chlorure	395742005	900000000000548007
111mag	1	1	unknown	111mAg - argent 111m	91239006	900000000000549004
112ag	1	1	unknown	112Ag - argent 112	44506007	900000000000549004
113ag	1	1	unknown	113Ag - argent 113	52587009	900000000000549004
114	1	1	acronym	rhinovirus humain 114	60847003	900000000000548007
114m	1	1	unknown	^114m^indium	19545009	900000000000548007
115m	2	2	unknown	^115m^indium	24539000	900000000000548007
116m	1	1	unknown	^116m^antimoine	5656008	900000000000548007
117lu	1	1	unknown	117Lu - lutécium 117	447553000	900000000000549004
117m	2	2	unknown	^117m^indium	52094001	900000000000548007
118m	1	1	unknown	^118m^antimoine	5746002	900000000000548007
119m	1	1	unknown	^119m^tellure	2595009	900000000000548007
11alpha	1	1	unknown	déficit en progesterone 11alpha-monooxygénase	124223005	900000000000548007
11b	1	1	acronym	Streptococcus pneumoniae de sérotype 11B	698104003	900000000000548007
11c	1	1	acronym	Streptococcus pneumoniae de sérotype 11C	698105002	900000000000548007
11d	1	1	acronym	Streptococcus pneumoniae de sérotype 11D	698106001	900000000000548007
11e	2	2	unknown	11e étage et étages supérieurs	224914001	900000000000549004
11f	1	1	acronym	Streptococcus pneumoniae de sérotype 11F	698107005	900000000000548007
11h	1	1	unknown	localisation à la mammographie : 11h	129782003	900000000000548007
11p	2	2	unknown	monosomie partielle 11p	4135001	900000000000548007
11p11	1	1	unknown	syndrome de délétion du chromosome 11p11.2	702346005	900000000000548007
11p13	1	1	unknown	syndrome de délétion chromosomique 11p13	715215007	900000000000548007
11q24	2	2	unknown	microtriplication 11q24.1	770663003	900000000000549004
120i	1	1	acronym	120I - iode 120	50374006	900000000000549004
121i	1	1	acronym	121I - iode 121	34471003	900000000000549004
121m	1	1	unknown	^121m^tellure	21977000	900000000000548007
122i	1	1	acronym	122I - iode 122	66956003	900000000000549004
123m	1	1	unknown	^123m^tellure	22129003	900000000000548007
124i	2	2	acronym	124I - iode 124	40937006	900000000000549004
1250iu	1	1	unknown	anti-D (Rh) immunoglobulin 1250iu/mL injection solution 1mL prefilled syringe	333783009	900000000000548007
125m	1	1	unknown	^125m^tellure	67575009	900000000000548007
126i	1	1	acronym	126I - iode 126	1381005	900000000000549004
127m	1	1	unknown	^127m^tellure	87171001	900000000000548007
128	1	1	acronym	^128^césium	2674005	900000000000548007
129	2	2	acronym	^129^césium	3579002	900000000000548007
129m	1	1	acronym	tube sous vide citrate de sodium 0,109M ou 0,129M dilution 1/4 pour prélèvement sanguin	767388001	900000000000548007
12a	1	1	acronym	Streptococcus pneumoniae de sérotype 12A	698108000	900000000000548007
12b	1	1	acronym	Streptococcus pneumoniae de sérotype 12B	698109008	900000000000548007
12h	1	1	unknown	localisation à la mammographie : 12h	129783008	900000000000548007
12p12	1	1	unknown	syndrome de microdélétion 12p12.1	778007004	900000000000548007
12q14	1	1	unknown	syndrome de microdélétion 12q14	719046005	900000000000548007
12q15	1	1	unknown	syndrome de délétion 12q15	880081006	900000000000548007
12q15q21	1	1	unknown	syndrome de microdélétion 12q15q21.1	734030009	900000000000548007
12q24	1	1	unknown	syndrome de délétion 12q24.31-q24.32	880086001	900000000000548007
130	1	1	acronym	^130^iode	78529000	900000000000548007
132	2	2	acronym	^132^césium	5060005	900000000000548007
133	2	2	acronym	^133^iode	111066007	900000000000548007
133m	1	1	unknown	^133m^baryum	86973006	900000000000548007
134	1	1	acronym	^134^césium	78462006	900000000000548007
134m	1	1	unknown	^134m^césium	45380008	900000000000548007
1350	1	1	acronym	poudre de 1350 UFP/0,5 mL du vaccin vivant contre la varicelle	377008002	900000000000548007
135m	2	2	unknown	^135m^xénon	25747007	900000000000548007
137m	1	1	unknown	^137m^baryum	30939006	900000000000548007
13c	1	1	acronym	urée 13C	395918001	900000000000548007
13l	1	1	acronym	syndrome de déficience intellectuelle associé à MED13L (mediator complex subunit 13L)	787093004	900000000000549004
13l'	1	1	unknown	syndrome de retard de développement et dysmorphie faciale par déficit en 'mediator complex subunit 13L'	787093004	900000000000548007
13p	1	1	unknown	trisomie partielle 13p	548004	900000000000548007
13p22	1	1	unknown	syndrome de duplication Xp22.13p22.2	782877002	900000000000548007
13q12	1	1	unknown	syndrome de microdélétion 13q12.3	773547003	900000000000548007
13q14	1	1	unknown	monosomie 13q14	770566002	900000000000548007
13q22	2	2	unknown	monosomie 21q22.13q22.2	783619003	900000000000549004
13q34	1	1	unknown	monosomie 13q34	766716004	900000000000548007
141	2	2	acronym	Shigella sérotype provisoire 89-141	406481003	900000000000548007
1440	2	2	acronym	vaccin inactivé contre l'hépatite A, 1440 unités ELISA/mL	377086001	900000000000548007
14b	1	1	unknown	Salmonella Enteritidis phage type 14b	712806004	900000000000548007
14q11	2	2	unknown	syndrome de microdélétion 14q11.2	719047001	900000000000548007
14q12	1	1	unknown	syndrome de microdélétion 14q12	719574007	900000000000548007
14q22q23	1	1	unknown	syndrome de microdélétion 14q22q23	771439009	900000000000548007
14q24	1	1	unknown	syndrome de microdélétion 14q24.1q24.3	773494008	900000000000548007
14q32	2	2	unknown	microdélétion paternelle 14q32.2	1003449005	900000000000548007
1500	1	1	acronym	choriogonadotropine alfa 1500 UI, ampoule de poudre et solvant pour solution injectable	325758000	900000000000548007
153	2	2	acronym	samarium (^153 ^Sm) lexidronam	125699003	900000000000548007
153sm	1	1	unknown	153sm-samarium lexidronam	125699003	900000000000549004
157575	1	1	acronym	virus BeAn 157575	63552003	900000000000548007
159	1	1	acronym	^159^gadolinium	111087002	900000000000548007
15a	1	1	acronym	Streptococcus pneumoniae de sérotype 15A	443239003	900000000000548007
15c	1	1	acronym	Streptococcus pneumoniae de sérotype 15C	443240001	900000000000548007
15f	1	1	acronym	Streptococcus pneumoniae de sérotype 15F	698110003	900000000000548007
15q11	2	2	unknown	syndrome de microdélétion 15q11.2	771340007	900000000000548007
15q14	1	1	unknown	syndrome de microdélétion 15q14	719575008	900000000000548007
15q15	1	1	unknown	syndrome de délétion du chromosome 15q15.3	700489002	900000000000549004
15q24	2	2	unknown	syndrome de microdélétion 15q24	699308002	900000000000548007
15q26	1	1	unknown	syndrome de microdélétion 15q26.3	783551005	900000000000549004
164	1	1	acronym	^164^ytterbium	82503004	900000000000548007
1643	1	1	acronym	virus S-1643	41212004	900000000000548007
166	1	1	acronym	^166^ytterbium	16243002	900000000000548007
169	1	1	acronym	^169^ytterbium	41758004	900000000000548007
16a	1	1	acronym	Streptococcus pneumoniae de sérotype 16A	698111004	900000000000548007
16f	1	1	acronym	Streptococcus pneumoniae de sérotype 16F	698112006	900000000000548007
16p	1	1	unknown	duplication partielle du chromosome 16p	1162487002	900000000000549004
16p12	1	1	unknown	syndrome de microdélétion 16p12.2	768471006	900000000000548007
16q24	2	2	unknown	syndrome de microdélétion 16q24.3	719580004	900000000000548007
177	1	1	acronym	^177^tantale	74656003	900000000000548007
178	2	2	acronym	^178^tantale	6301006	900000000000548007
179	1	1	acronym	^179^tantale	87940009	900000000000548007
17a	1	1	acronym	Streptococcus pneumoniae de sérotype 17A	698113001	900000000000548007
17e	1	1	unknown	échographie prénatale entre la 17e et la 22e semaine de grossesse	169670003	900000000000548007
17p	2	2	unknown	trisomie 17p	717049005	900000000000548007
17q12	2	2	unknown	syndrome de microdélétion 17q12	733519008	900000000000548007
17q21	1	1	unknown	syndrome de microduplication 17q21.31	716683005	900000000000548007
17q23	2	2	unknown	syndrome de microdélétion 17q23.1q23.2	719584008	900000000000548007
17q24	2	2	unknown	syndrome de duplication 17q24-qter	890116005	900000000000548007
180m	1	1	unknown	^180m^tantale	23519008	900000000000548007
181	1	1	acronym	^181^tungstène	54804009	900000000000548007
1825	1	1	acronym	virus EgAN 1825-61	406647002	900000000000548007
183m	1	1	unknown	^183m^osmium	4714006	900000000000548007
184	2	2	acronym	^184^iridium	16290000	900000000000548007
186re	1	1	unknown	traitement au 186Re-HEDP (rhenium 186 hydroxyethylidene diphosphonate)	433224001	900000000000549004
189	2	2	acronym	^189^platine	24189000	900000000000548007
189m	1	1	unknown	^189m^osmium	55884000	900000000000548007
18a	1	1	acronym	Streptococcus pneumoniae de sérotype 18A	698114007	900000000000548007
18b	1	1	acronym	Streptococcus pneumoniae de sérotype 18B	698115008	900000000000548007
18kd	2	2	unknown	anticorps de type IgG contre Borrelia burgdorferi 18kD	710379005	900000000000549004
190	1	1	acronym	^190^platine	65674001	900000000000548007
191hg	1	1	unknown	191Hg - mercure 191	59259000	900000000000549004
192hg	1	1	unknown	192Hg - mercure 192	71522003	900000000000549004
192ir	1	1	unknown	192Ir - iridium 192	48341001	900000000000549004
193hg	1	1	unknown	193Hg - mercure 193	76159007	900000000000549004
193mhg	1	1	unknown	193mHg - mercure 193m	63868001	900000000000549004
194hg	1	1	unknown	194Hg - mercure 194	76526004	900000000000549004
195hg	1	1	unknown	195Hg - mercure 195	67518000	900000000000549004
195mhg	1	1	unknown	195mHg - mercure 195m	49478005	900000000000549004
196	1	1	acronym	^196^thallium	41641001	900000000000548007
